time,ax,ay,az,wx,wy,wz
2024-03-24 16:24:41.5170,-0.72,0.73,-0.5,-0.36,0.43,-0.48
2024-03-24 16:24:41.5270,-0.87,0.8,-0.51,-0.33,0.37,-0.5
2024-03-24 16:24:41.5370,-1.0,0.79,-0.52,-0.28,0.21,-0.54
2024-03-24 16:24:41.5470,-0.96,0.83,-0.51,-0.24,0.03,-0.56
2024-03-24 16:24:41.5570,-0.87,0.83,-0.48,-0.22,-0.1,-0.6
2024-03-24 16:24:41.5670,-1.08,0.66,-0.37,-0.22,-0.15,-0.65
2024-03-24 16:24:41.5770,-0.91,0.68,-0.36,-0.24,-0.09,-0.66
2024-03-24 16:24:41.5870,-0.78,0.58,-0.4,-0.28,0.09,-0.63
2024-03-24 16:24:41.5970,-0.44,0.48,-0.52,-0.29,0.34,-0.56
2024-03-24 16:24:41.6070,-0.29,0.4,-0.46,-0.28,0.54,-0.48
2024-03-24 16:24:41.6170,-0.09,0.59,-0.26,-0.23,0.55,-0.33
2024-03-24 16:24:41.6270,0.09,0.59,-0.18,-0.25,0.58,-0.17
2024-03-24 16:24:41.6370,-0.6,0.39,-0.01,-0.32,0.64,-0.11
2024-03-24 16:24:41.6470,-0.77,0.41,-0.22,-0.33,0.6,-0.09
2024-03-24 16:24:41.6570,-0.79,0.35,-0.25,-0.31,0.47,-0.12
2024-03-24 16:24:41.6670,-0.89,0.32,-0.14,-0.27,0.31,-0.21
2024-03-24 16:24:41.6770,-0.98,0.27,-0.1,-0.22,0.15,-0.34
2024-03-24 16:24:41.6870,-1.0,0.21,-0.09,-0.18,0.02,-0.47
2024-03-24 16:24:41.6970,-0.8,0.22,-0.06,-0.15,-0.06,-0.54
2024-03-24 16:24:41.7070,-0.43,0.22,-0.09,-0.13,-0.11,-0.54
2024-03-24 16:24:41.7170,-0.46,0.12,-0.13,-0.1,-0.15,-0.51
2024-03-24 16:24:41.7270,-0.6,0.08,-0.08,-0.08,-0.17,-0.47
2024-03-24 16:24:41.7370,-0.52,0.03,-0.08,-0.04,-0.21,-0.42
2024-03-24 16:24:41.7470,-0.44,-0.05,-0.07,-0.03,-0.25,-0.39
2024-03-24 16:24:41.7570,-0.47,-0.01,0.01,-0.05,-0.32,-0.38
2024-03-24 16:24:41.7680,-0.46,0.09,0.11,-0.06,-0.39,-0.37
2024-03-24 16:24:41.7780,-0.35,0.14,0.11,-0.06,-0.47,-0.35
2024-03-24 16:24:41.7880,-0.26,0.23,0.21,-0.06,-0.53,-0.33
2024-03-24 16:24:41.7980,-0.19,0.36,0.31,-0.07,-0.58,-0.3
2024-03-24 16:24:41.8070,-0.05,0.46,0.4,-0.07,-0.6,-0.27
2024-03-24 16:24:41.8180,0.07,0.61,0.38,-0.06,-0.55,-0.27
2024-03-24 16:24:41.8280,0.2,0.68,0.21,-0.04,-0.42,-0.3
2024-03-24 16:24:41.8380,0.3,0.6,0.06,-0.01,-0.23,-0.39
2024-03-24 16:24:41.8480,0.23,0.53,0.01,0.0,-0.06,-0.51
2024-03-24 16:24:41.8580,0.02,0.47,0.11,-0.01,0.02,-0.64
2024-03-24 16:24:41.8680,-0.25,0.45,0.32,-0.07,-0.02,-0.74
2024-03-24 16:24:41.8780,-0.37,0.47,0.48,-0.19,-0.17,-0.79
2024-03-24 16:24:41.8880,-0.31,0.43,0.82,-0.37,-0.43,-0.81
2024-03-24 16:24:41.8980,-0.18,0.4,1.33,-0.61,-0.68,-0.82
2024-03-24 16:24:41.9080,0.1,0.4,1.67,-0.84,-0.88,-0.81
2024-03-24 16:24:41.9180,0.38,0.32,1.83,-1.01,-0.93,-0.8
2024-03-24 16:24:41.9280,0.55,0.22,1.6,-1.08,-0.81,-0.81
2024-03-24 16:24:41.9380,0.67,0.2,1.35,-1.03,-0.57,-0.82
2024-03-24 16:24:41.9480,1.02,0.23,0.79,-0.85,-0.21,-0.79
2024-03-24 16:24:41.9580,1.35,0.26,-0.02,-0.56,0.21,-0.71
2024-03-24 16:24:41.9680,1.51,0.18,-0.71,-0.2,0.58,-0.63
2024-03-24 16:24:41.9780,1.26,0.01,-1.17,0.14,0.78,-0.59
2024-03-24 16:24:41.9880,0.81,0.08,-1.1,0.35,0.79,-0.57
2024-03-24 16:24:41.9980,0.5,0.19,-0.73,0.39,0.63,-0.58
2024-03-24 16:24:42.0080,0.3,0.33,-0.73,0.28,0.43,-0.6
2024-03-24 16:24:42.0180,0.26,0.51,-0.76,0.07,0.18,-0.6
2024-03-24 16:24:42.0280,0.19,0.64,-0.56,-0.17,-0.11,-0.61
2024-03-24 16:24:42.0380,0.25,0.76,-0.6,-0.35,-0.27,-0.59
2024-03-24 16:24:42.0480,0.75,0.71,-1.0,-0.43,-0.25,-0.56
2024-03-24 16:24:42.0580,0.89,0.64,-1.15,-0.45,-0.15,-0.54
2024-03-24 16:24:42.0680,0.94,0.78,-1.02,-0.44,-0.01,-0.5
2024-03-24 16:24:42.0780,1.12,0.99,-1.1,-0.41,0.16,-0.44
2024-03-24 16:24:42.0880,1.24,1.01,-0.98,-0.4,0.29,-0.37
2024-03-24 16:24:42.0980,0.96,1.12,-0.72,-0.42,0.36,-0.3
2024-03-24 16:24:42.1080,0.38,1.25,-0.58,-0.45,0.4,-0.3
2024-03-24 16:24:42.1180,0.04,1.22,-0.52,-0.48,0.42,-0.33
2024-03-24 16:24:42.1280,0.0,1.19,-0.56,-0.5,0.42,-0.36
2024-03-24 16:24:42.1380,0.1,1.18,-0.65,-0.48,0.38,-0.37
2024-03-24 16:24:42.1490,0.25,1.15,-0.73,-0.44,0.3,-0.38
2024-03-24 16:24:42.1580,0.29,1.13,-0.77,-0.37,0.24,-0.4
2024-03-24 16:24:42.1680,0.25,1.04,-0.81,-0.3,0.19,-0.45
2024-03-24 16:24:42.1780,0.22,0.99,-0.71,-0.23,0.16,-0.53
2024-03-24 16:24:42.1880,0.4,0.98,-0.52,-0.17,0.15,-0.59
2024-03-24 16:24:42.1980,0.75,0.99,-0.38,-0.11,0.18,-0.63
2024-03-24 16:24:42.2080,1.01,1.06,-0.19,-0.03,0.18,-0.63
2024-03-24 16:24:42.2180,1.06,1.16,0.0,0.08,0.14,-0.62
2024-03-24 16:24:42.2280,0.98,1.07,0.09,0.21,0.09,-0.61
2024-03-24 16:24:42.2380,0.83,0.79,-0.01,0.34,0.09,-0.62
2024-03-24 16:24:42.2480,0.75,0.53,-0.18,0.49,0.12,-0.63
2024-03-24 16:24:42.2580,0.83,0.46,-0.22,0.66,0.14,-0.62
2024-03-24 16:24:42.2680,0.97,0.48,-0.25,0.87,0.17,-0.6
2024-03-24 16:24:42.2780,1.17,0.56,-0.44,1.08,0.27,-0.59
2024-03-24 16:24:42.2880,1.27,0.63,-0.57,1.24,0.39,-0.6
2024-03-24 16:24:42.2980,1.06,0.71,-0.32,1.3,0.47,-0.66
2024-03-24 16:24:42.3080,0.8,0.93,0.23,1.29,0.41,-0.74
2024-03-24 16:24:42.3180,0.51,1.07,0.92,1.19,0.19,-0.84
2024-03-24 16:24:42.3280,0.23,1.02,1.32,1.03,-0.03,-0.93
2024-03-24 16:24:42.3380,0.28,0.99,0.79,0.88,-0.1,-0.94
2024-03-24 16:24:42.3480,0.64,1.0,0.01,0.8,-0.06,-0.85
2024-03-24 16:24:42.3580,0.75,1.07,-0.46,0.77,0.02,-0.69
2024-03-24 16:24:42.3680,0.45,1.2,-0.77,0.77,0.14,-0.52
2024-03-24 16:24:42.3780,0.05,1.37,-0.92,0.76,0.23,-0.37
2024-03-24 16:24:42.3880,-0.2,1.6,-0.71,0.73,0.23,-0.25
2024-03-24 16:24:42.3980,-0.13,1.73,-0.2,0.7,-0.05,-0.13
2024-03-24 16:24:42.4080,-0.01,1.13,0.63,0.59,-0.41,-0.14
2024-03-24 16:24:42.4180,-0.49,0.35,1.41,0.44,-0.75,-0.31
2024-03-24 16:24:42.4280,-0.68,0.19,1.59,0.33,-0.96,-0.51
2024-03-24 16:24:42.4380,-0.76,-0.05,1.46,0.27,-1.06,-0.72
2024-03-24 16:24:42.4480,-0.71,-0.51,1.41,0.24,-1.13,-0.92
2024-03-24 16:24:42.4580,-0.39,-0.9,1.28,0.22,-1.21,-1.04
2024-03-24 16:24:42.4680,0.21,-1.22,1.34,0.09,-1.24,-1.04
2024-03-24 16:24:42.4780,0.32,-1.46,1.38,-0.14,-1.16,-0.97
2024-03-24 16:24:42.4880,0.17,-1.53,1.43,-0.47,-0.94,-0.86
2024-03-24 16:24:42.4980,0.03,-1.57,1.17,-0.78,-0.53,-0.72
2024-03-24 16:24:42.5090,-0.08,-1.5,0.71,-1.01,-0.12,-0.58
2024-03-24 16:24:42.5180,-0.04,-1.28,0.47,-1.11,0.15,-0.45
2024-03-24 16:24:42.5280,-0.32,-1.17,0.19,-1.07,0.26,-0.41
2024-03-24 16:24:42.5380,-0.59,-1.05,0.17,-0.89,0.15,-0.41
2024-03-24 16:24:42.5480,-0.68,-1.05,-0.06,-0.62,-0.04,-0.46
2024-03-24 16:24:42.5580,-0.78,-1.1,-0.38,-0.34,-0.24,-0.54
2024-03-24 16:24:42.5680,-0.85,-1.07,-0.32,-0.16,-0.45,-0.62
2024-03-24 16:24:42.5790,-0.81,-1.01,-0.1,-0.11,-0.63,-0.69
2024-03-24 16:24:42.5880,-0.56,-1.09,0.1,-0.22,-0.72,-0.73
2024-03-24 16:24:42.5980,-0.36,-1.03,-0.01,-0.43,-0.62,-0.73
2024-03-24 16:24:42.6090,-0.39,-0.89,0.0,-0.68,-0.43,-0.71
2024-03-24 16:24:42.6190,-0.55,-0.81,0.1,-0.87,-0.2,-0.66
2024-03-24 16:24:42.6290,-0.33,-0.84,-0.02,-0.9,-0.05,-0.52
2024-03-24 16:24:42.6390,-0.11,-1.06,-0.07,-0.82,0.01,-0.39
2024-03-24 16:24:42.6490,-0.25,-1.15,-0.18,-0.66,0.01,-0.27
2024-03-24 16:24:42.6590,-0.15,-1.0,-0.29,-0.49,-0.02,-0.16
2024-03-24 16:24:42.6690,-0.04,-0.88,-0.35,-0.36,-0.03,-0.06
2024-03-24 16:24:42.6790,0.02,-0.75,-0.5,-0.22,0.02,-0.03
2024-03-24 16:24:42.6890,0.12,-0.63,-0.69,-0.1,0.08,-0.05
2024-03-24 16:24:42.6990,0.13,-0.55,-0.58,-0.03,0.09,-0.12
2024-03-24 16:24:42.7090,0.1,-0.43,-0.46,0.01,0.05,-0.2
2024-03-24 16:24:42.7190,0.05,-0.27,-0.45,0.03,-0.01,-0.29
2024-03-24 16:24:42.7290,-0.14,-0.14,-0.44,0.02,-0.06,-0.39
2024-03-24 16:24:42.7390,-0.23,-0.03,-0.58,-0.01,-0.04,-0.44
2024-03-24 16:24:42.7490,-0.08,0.1,-0.63,-0.07,-0.01,-0.43
2024-03-24 16:24:42.7590,-0.15,0.15,-0.58,-0.14,0.0,-0.39
2024-03-24 16:24:42.7690,-0.25,0.17,-0.53,-0.18,-0.03,-0.35
2024-03-24 16:24:42.7790,-0.19,0.13,-0.66,-0.15,-0.05,-0.32
2024-03-24 16:24:42.7890,-0.18,-0.01,-0.77,-0.08,-0.05,-0.35
2024-03-24 16:24:42.7990,-0.24,-0.12,-0.65,-0.01,-0.06,-0.42
2024-03-24 16:24:42.8090,-0.19,-0.17,-0.53,0.03,-0.1,-0.49
2024-03-24 16:24:42.8190,-0.1,-0.19,-0.38,0.03,-0.15,-0.53
2024-03-24 16:24:42.8290,-0.06,-0.21,-0.22,-0.0,-0.2,-0.54
2024-03-24 16:24:42.8390,-0.03,-0.18,-0.22,-0.03,-0.2,-0.5
2024-03-24 16:24:42.8490,-0.05,-0.1,-0.21,-0.04,-0.19,-0.45
2024-03-24 16:24:42.8590,-0.1,-0.05,-0.14,-0.03,-0.17,-0.41
2024-03-24 16:24:42.8690,-0.11,-0.04,-0.14,0.02,-0.14,-0.38
2024-03-24 16:24:42.8790,-0.09,-0.1,-0.08,0.11,-0.1,-0.35
2024-03-24 16:24:42.8890,0.02,-0.1,-0.14,0.24,-0.05,-0.33
2024-03-24 16:24:42.8990,0.09,-0.03,-0.17,0.36,0.01,-0.3
2024-03-24 16:24:42.9090,0.11,0.03,-0.13,0.46,0.02,-0.3
2024-03-24 16:24:42.9190,0.3,-0.31,-0.04,0.51,-0.12,-0.2
2024-03-24 16:24:42.9290,-0.19,-0.8,-0.16,0.54,-0.07,-0.21
2024-03-24 16:24:42.9390,-0.35,0.12,-0.23,0.64,-0.05,-0.23
2024-03-24 16:24:42.9490,0.09,0.79,-0.18,0.72,-0.17,-0.25
2024-03-24 16:24:42.9590,-0.22,0.57,0.15,0.7,-0.28,-0.29
2024-03-24 16:24:42.9690,-0.34,0.15,0.05,0.64,-0.32,-0.34
2024-03-24 16:24:42.9790,-0.19,0.16,-0.19,0.6,-0.32,-0.37
2024-03-24 16:24:42.9890,-0.11,0.37,-0.12,0.56,-0.31,-0.38
2024-03-24 16:24:42.9990,-0.12,0.55,0.1,0.5,-0.31,-0.4
2024-03-24 16:24:43.0090,-0.12,0.67,0.17,0.45,-0.27,-0.43
2024-03-24 16:24:43.0190,-0.01,0.59,0.15,0.43,-0.19,-0.46
2024-03-24 16:24:43.0290,0.19,0.41,0.12,0.42,-0.06,-0.51
2024-03-24 16:24:43.0390,0.27,0.28,0.04,0.43,0.11,-0.58
2024-03-24 16:24:43.0490,0.21,0.3,-0.14,0.45,0.5,-0.67
2024-03-24 16:24:43.0590,0.13,0.24,-0.12,0.45,0.65,-0.76
2024-03-24 16:24:43.0690,-0.03,-0.11,0.04,0.38,0.47,-0.86
2024-03-24 16:24:43.0790,-0.36,-0.3,-0.07,0.25,0.18,-0.94
2024-03-24 16:24:43.0890,-0.46,-0.19,0.24,0.03,-0.2,-0.96
2024-03-24 16:24:43.0990,-0.39,-0.05,0.46,-0.23,-0.51,-0.9
2024-03-24 16:24:43.1090,-0.19,0.1,0.34,-0.47,-0.54,-0.77
2024-03-24 16:24:43.1190,0.1,0.15,-0.02,-0.65,-0.32,-0.61
2024-03-24 16:24:43.1290,0.44,0.1,-0.14,-0.75,0.0,-0.45
2024-03-24 16:24:43.1390,0.71,-0.13,0.01,-0.77,0.3,-0.33
2024-03-24 16:24:43.1490,0.82,-0.37,-0.04,-0.69,0.53,-0.26
2024-03-24 16:24:43.1590,0.89,-0.47,-0.33,-0.53,0.69,-0.25
2024-03-24 16:24:43.1690,0.87,-0.5,-0.54,-0.36,0.7,-0.27
2024-03-24 16:24:43.1790,0.77,-0.39,-0.56,-0.23,0.6,-0.32
2024-03-24 16:24:43.1890,0.68,-0.24,-0.58,-0.2,0.4,-0.38
2024-03-24 16:24:43.1990,0.55,-0.05,-0.51,-0.25,0.1,-0.44
2024-03-24 16:24:43.2090,0.4,0.18,-0.32,-0.37,-0.24,-0.48
2024-03-24 16:24:43.2190,0.48,0.39,-0.17,-0.52,-0.53,-0.47
2024-03-24 16:24:43.2290,0.78,0.5,-0.01,-0.68,-0.69,-0.41
2024-03-24 16:24:43.2390,1.07,0.43,0.18,-0.85,-0.7,-0.35
2024-03-24 16:24:43.2490,1.24,0.15,0.22,-1.0,-0.56,-0.3
2024-03-24 16:24:43.2590,1.33,-0.02,0.15,-1.09,-0.34,-0.27
2024-03-24 16:24:43.2690,1.44,0.14,0.21,-1.05,-0.1,-0.28
2024-03-24 16:24:43.2790,1.49,0.36,0.18,-0.89,0.08,-0.33
2024-03-24 16:24:43.2890,1.27,0.48,0.05,-0.65,0.18,-0.43
2024-03-24 16:24:43.2990,1.01,0.6,0.07,-0.39,0.17,-0.54
2024-03-24 16:24:43.3090,0.77,0.79,0.08,-0.13,0.07,-0.62
2024-03-24 16:24:43.3190,0.61,0.92,0.02,0.11,-0.08,-0.66
2024-03-24 16:24:43.3290,0.56,0.75,0.06,0.29,-0.24,-0.64
2024-03-24 16:24:43.3390,0.63,0.71,-0.02,0.38,-0.3,-0.59
2024-03-24 16:24:43.3500,0.66,0.73,-0.15,0.37,-0.28,-0.55
2024-03-24 16:24:43.3590,0.73,0.79,-0.15,0.3,-0.2,-0.49
2024-03-24 16:24:43.3700,0.84,1.04,-0.24,0.18,-0.1,-0.42
2024-03-24 16:24:43.3800,0.85,1.15,-0.29,0.04,-0.02,-0.38
2024-03-24 16:24:43.3900,0.88,0.95,-0.28,-0.09,0.04,-0.39
2024-03-24 16:24:43.4000,0.95,0.88,-0.36,-0.15,0.09,-0.41
2024-03-24 16:24:43.4100,0.9,0.99,-0.38,-0.13,0.09,-0.46
2024-03-24 16:24:43.4200,0.79,1.0,-0.28,-0.06,0.04,-0.5
2024-03-24 16:24:43.4300,0.81,1.08,-0.25,0.05,-0.03,-0.52
2024-03-24 16:24:43.4400,0.68,1.11,-0.19,0.14,-0.1,-0.54
2024-03-24 16:24:43.4500,0.64,1.18,-0.09,0.21,-0.14,-0.54
2024-03-24 16:24:43.4600,0.7,1.25,-0.04,0.24,-0.14,-0.53
2024-03-24 16:24:43.4700,0.79,1.24,0.01,0.23,-0.09,-0.51
2024-03-24 16:24:43.4800,0.9,1.18,0.07,0.19,-0.02,-0.5
2024-03-24 16:24:43.4900,0.94,1.12,0.04,0.16,0.04,-0.5
2024-03-24 16:24:43.5000,0.94,1.02,0.03,0.15,0.09,-0.51
